card_id,corpus,traj_id,task,agent,model,reward,n_steps,t,w,kind,placeholder_frac,max_msg_repeat_frac
tb2_financial-document-processor__ygK3UcB_98,tb2,financial-document-processor__ygK3UcB,financial-document-processor,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,0,146,98,10,position,0.0,0.108
tb2_financial-document-processor__ygK3UcB_117,tb2,financial-document-processor__ygK3UcB,financial-document-processor,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,0,146,117,10,position,0.0,0.108
tb2_fix-code-vulnerability__uLGMMUD_28,tb2,fix-code-vulnerability__uLGMMUD,fix-code-vulnerability,claude-code,claude-opus-4-1-20250805@anthropic,0,173,28,10,position,0.416,0.012
tb2_fix-code-vulnerability__uLGMMUD_72,tb2,fix-code-vulnerability__uLGMMUD,fix-code-vulnerability,claude-code,claude-opus-4-1-20250805@anthropic,0,173,72,10,position,0.416,0.012
tb2_fix-code-vulnerability__uLGMMUD_124,tb2,fix-code-vulnerability__uLGMMUD,fix-code-vulnerability,claude-code,claude-opus-4-1-20250805@anthropic,0,173,124,10,position,0.416,0.012
tb2_fix-code-vulnerability__uLGMMUD_156,tb2,fix-code-vulnerability__uLGMMUD,fix-code-vulnerability,claude-code,claude-opus-4-1-20250805@anthropic,0,173,156,10,position,0.416,0.012
tb2_custom-memory-heap-crash__dE3EWmb_56,tb2,custom-memory-heap-crash__dE3EWmb,custom-memory-heap-crash,claude-code,claude-haiku-4-5-20251001@anthropic,0,241,56,10,position,0.203,0.008
tb2_custom-memory-heap-crash__dE3EWmb_97,tb2,custom-memory-heap-crash__dE3EWmb,custom-memory-heap-crash,claude-code,claude-haiku-4-5-20251001@anthropic,0,241,97,10,position,0.203,0.008
tb2_custom-memory-heap-crash__dE3EWmb_145,tb2,custom-memory-heap-crash__dE3EWmb,custom-memory-heap-crash,claude-code,claude-haiku-4-5-20251001@anthropic,0,241,145,10,position,0.203,0.008
tb2_custom-memory-heap-crash__dE3EWmb_202,tb2,custom-memory-heap-crash__dE3EWmb,custom-memory-heap-crash,claude-code,claude-haiku-4-5-20251001@anthropic,0,241,202,10,position,0.203,0.008
tb2_db-wal-recovery__rwGVtyu_25_ctrlSTAG,tb2,db-wal-recovery__rwGVtyu,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,45,25,10,control_stagnant,0.2,0.333
tb2_configure-git-webserver__KfqGfWa_16_ctrlPROD,tb2,configure-git-webserver__KfqGfWa,configure-git-webserver,judy,claude-opus-4.6@anthropic,0,50,16,10,control_productive,0.0,0.026
tb2_install-windows-3.11__S59DCLX_28_ctrlSTAG,tb2,install-windows-3.11__S59DCLX,install-windows-3.11,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,0,63,28,10,control_stagnant,0.0,0.016
tb2_dna-assembly__o5NzHz7_19_ctrlSTAG,tb2,dna-assembly__o5NzHz7,dna-assembly,deepagent-harbor,gpt-5.2-codex@openai,0,68,19,10,control_stagnant,0.118,0.333
tb2_db-wal-recovery__urEH2nP_14_ctrlSTAG,tb2,db-wal-recovery__urEH2nP,db-wal-recovery,openhands,gpt-5-nano@openai,0,71,14,10,control_stagnant,0.014,0.056
tb2_compile-compcert__qeLnFSj_48_ctrlPROD,tb2,compile-compcert__qeLnFSj,compile-compcert,codex,gpt-5@openai,0,71,48,10,control_productive,0.38,0.014
tb2_make-doom-for-mips__s3rm6vN_14_ctrlPROD,tb2,make-doom-for-mips__s3rm6vN,make-doom-for-mips,mini-swe-agent,claude-opus-4-1-20250805@anthropic,0,75,14,10,control_productive,0.227,0.013
tb2_cobol-modernization__wX7wSXK_10_ctrlPROD,tb2,cobol-modernization__wX7wSXK,cobol-modernization,gemini-cli,gemini-2.5-pro@gemini,0,77,10,10,control_productive,0.13,0.026
tb2_make-doom-for-mips__tHguAnp_10_ctrlSTAG,tb2,make-doom-for-mips__tHguAnp,make-doom-for-mips,judy,claude-opus-4.6@anthropic,0,78,10,10,control_stagnant,0.128,0.031
tb2_bn-fit-modify__MXHjNK8_18_ctrlSTAG,tb2,bn-fit-modify__MXHjNK8,bn-fit-modify,mini-swe-agent,gemini-2.5-flash@gemini,0,83,18,10,control_stagnant,0.313,0.024
tb2_bn-fit-modify__MXHjNK8_13_ctrlPROD,tb2,bn-fit-modify__MXHjNK8,bn-fit-modify,mini-swe-agent,gemini-2.5-flash@gemini,0,83,13,10,control_productive,0.313,0.024
tb2_dna-assembly__b5N2XyK_11_ctrlSTAG,tb2,dna-assembly__b5N2XyK,dna-assembly,codex,gpt-5-codex@openai,0,89,11,10,control_stagnant,0.067,0.011
